Pharmacy_Name,Area,Medicine_Name,Medicine_Category,Stock_Quantity,Reorder_Level,Daily_Usage,Demand_Level,Delivery_Time_Days,Season,Disease_Outbreak,Date,Availability,Contact_Number,Opening_Hour,Closing_Hour,Home_Delivery,Delivery_Time_Minutes,Pharmacy_Type,Last_Updated
MedPlus,Bandra,Cetrizine,Allergy,14,44,13,Medium,3,Summer,No,2025-03-20,Low Stock,9233186045,10,21,Yes,19,24x7,2026-04-26 08:22:08.464303
Guardian,Bandra,Insulin,Diabetes,70,46,10,Medium,3,Summer,No,2025-09-27,Available,9917877724,9,22,No,59,Retail,2026-04-26 08:22:08.464303
Wellness,Dadar,Dolo,Painkiller,62,43,9,Medium,5,Summer,No,2025-04-22,Available,9194410099,8,22,Yes,46,Hospital,2026-04-26 08:22:08.464303
Apollo,Thane,Cetrizine,Allergy,50,32,7,Low,6,Summer,No,2025-03-27,Available,9211082877,10,22,No,27,Retail,2026-04-26 08:22:08.464303
Wellness,Bandra,Crocin,Painkiller,26,44,19,High,2,Rainy,Yes,2025-08-17,Low Stock,9471959664,10,22,No,19,Hospital,2026-04-26 08:22:08.464303
Apollo,Thane,Crocin,Painkiller,14,40,12,Medium,3,Rainy,No,2025-06-27,Low Stock,9875976806,8,23,No,13,24x7,2026-04-26 08:22:08.464303
Guardian,Dadar,Amoxicillin,Antibiotic,52,48,10,Medium,2,Summer,No,2025-03-11,Available,9201264766,9,21,No,56,24x7,2026-04-26 08:22:08.464303
Wellness,Bandra,Cetrizine,Allergy,62,42,7,Low,2,Summer,No,2025-09-19,Available,9301671338,8,21,No,51,Retail,2026-04-26 08:22:08.464303
MedPlus,Bandra,Paracetamol,Painkiller,11,35,19,High,3,Rainy,Yes,2025-06-22,Low Stock,9567031612,10,21,No,18,Retail,2026-04-26 08:22:08.464303
Guardian,Dadar,Paracetamol,Painkiller,1,47,5,Low,5,Summer,No,2025-09-06,Low Stock,9941966902,8,21,Yes,46,24x7,2026-04-26 08:22:08.464303
MedPlus,Andheri,ORS,Hydration,7,42,14,Medium,5,Summer,No,2025-03-25,Low Stock,9884069473,9,22,Yes,52,Retail,2026-04-26 08:22:08.464303
Apollo,Bandra,Vitamin D,Supplement,11,47,5,Low,5,Summer,No,2025-04-08,Low Stock,9425432113,10,22,Yes,36,Retail,2026-04-26 08:22:08.464303
MedPlus,Dadar,Crocin,Painkiller,33,38,10,Medium,4,Summer,No,2025-05-01,Low Stock,9891863534,8,23,No,45,Retail,2026-04-26 08:22:08.464303
Apollo,Andheri,ORS,Hydration,80,27,12,Medium,3,Summer,No,2025-04-03,Available,9793572338,10,22,Yes,46,Hospital,2026-04-26 08:22:08.464303
Wellness,Dadar,Dolo,Painkiller,72,45,9,Medium,2,Winter,No,2025-12-08,Available,9381056384,10,23,No,32,Hospital,2026-04-26 08:22:08.464303
MedPlus,Thane,Vitamin D,Supplement,56,40,23,High,4,Rainy,Yes,2025-07-08,Available,9213822480,10,21,No,34,Retail,2026-04-26 08:22:08.464303
Guardian,Dadar,Metformin,Diabetes,0,42,5,Low,5,Winter,No,2025-12-21,Out of Stock,9950120681,10,23,No,13,Retail,2026-04-26 08:22:08.464303
Guardian,Dadar,Insulin,Diabetes,41,29,13,Medium,3,Winter,No,2025-11-16,Available,9527435473,8,22,No,17,24x7,2026-04-26 08:22:08.464303
Wellness,Thane,Amoxicillin,Antibiotic,60,35,14,Medium,4,Summer,No,2025-04-01,Available,9850969356,9,23,Yes,30,Hospital,2026-04-26 08:22:08.464303
Wellness,Dadar,ORS,Hydration,10,21,7,Low,5,Winter,No,2025-12-09,Low Stock,9200686518,9,23,No,27,24x7,2026-04-26 08:22:08.464303
Wellness,Thane,Metformin,Diabetes,31,26,6,Low,2,Summer,No,2025-10-23,Available,9813372633,9,22,Yes,54,24x7,2026-04-26 08:22:08.464303
Wellness,Dadar,Crocin,Painkiller,20,38,11,Medium,4,Winter,No,2025-12-08,Low Stock,9907624723,10,22,Yes,15,24x7,2026-04-26 08:22:08.464303
Guardian,Andheri,Azithromycin,Antibiotic,78,42,8,Low,3,Rainy,No,2025-08-17,Available,9941984863,9,23,Yes,47,Retail,2026-04-26 08:22:08.464303
Guardian,Bandra,Crocin,Painkiller,48,32,14,Medium,5,Summer,No,2025-02-16,Available,9596457365,9,21,No,13,24x7,2026-04-26 08:22:08.464303
Guardian,Dadar,Crocin,Painkiller,22,38,12,Medium,3,Winter,No,2025-01-25,Low Stock,9917670926,9,23,Yes,32,24x7,2026-04-26 08:22:08.464303
MedPlus,Thane,Insulin,Diabetes,62,30,13,Medium,2,Winter,No,2025-01-22,Available,9960384215,9,22,Yes,51,Hospital,2026-04-26 08:22:08.464303
MedPlus,Thane,Metformin,Diabetes,51,44,14,Medium,5,Summer,No,2025-02-13,Available,9473085216,8,22,No,47,24x7,2026-04-26 08:22:08.464303
MedPlus,Andheri,Vitamin D,Supplement,11,26,14,Medium,3,Winter,Yes,2025-01-14,Low Stock,9229251246,8,22,No,40,Retail,2026-04-26 08:22:08.464303
Wellness,Andheri,Crocin,Painkiller,75,31,11,Medium,4,Summer,No,2025-10-11,Available,9110362827,8,21,Yes,35,24x7,2026-04-26 08:22:08.464303
MedPlus,Dadar,Vitamin D,Supplement,57,23,15,Medium,3,Rainy,No,2025-07-04,Available,9486282999,10,22,No,22,Retail,2026-04-26 08:22:08.464303
MedPlus,Dadar,Cetrizine,Allergy,20,46,5,Low,2,Summer,No,2025-02-03,Low Stock,9633360186,10,23,Yes,23,24x7,2026-04-26 08:22:08.464303
Guardian,Dadar,Azithromycin,Antibiotic,11,43,12,Medium,5,Winter,Yes,2025-01-24,Low Stock,9147678442,10,23,No,56,24x7,2026-04-26 08:22:08.464303
Apollo,Andheri,Insulin,Diabetes,61,31,20,High,6,Rainy,Yes,2025-08-11,Available,9156335722,8,21,No,26,24x7,2026-04-26 08:22:08.464303
Guardian,Thane,Azithromycin,Antibiotic,33,49,12,Medium,5,Summer,No,2025-10-11,Low Stock,9886059757,10,21,No,37,Hospital,2026-04-26 08:22:08.464303
Apollo,Andheri,Cetrizine,Allergy,78,37,16,High,4,Rainy,Yes,2025-06-09,Available,9381047764,8,23,Yes,41,24x7,2026-04-26 08:22:08.464303
Wellness,Andheri,Vitamin D,Supplement,62,49,15,Medium,3,Summer,No,2025-04-04,Available,9695563479,10,22,No,45,Hospital,2026-04-26 08:22:08.464303
Wellness,Andheri,Insulin,Diabetes,51,21,12,Medium,2,Summer,No,2025-09-05,Available,9387958275,10,21,No,43,Hospital,2026-04-26 08:22:08.464303
Wellness,Bandra,Paracetamol,Painkiller,57,21,12,Medium,4,Summer,No,2025-04-15,Available,9784592178,9,21,Yes,17,Hospital,2026-04-26 08:22:08.464303
Apollo,Thane,Metformin,Diabetes,59,40,8,Low,2,Winter,No,2025-01-20,Available,9268929412,8,22,Yes,55,24x7,2026-04-26 08:22:08.464303
MedPlus,Thane,Dolo,Painkiller,8,20,8,Low,6,Summer,No,2025-03-22,Low Stock,9138094144,9,23,No,27,Retail,2026-04-26 08:22:08.464303
MedPlus,Andheri,Vitamin D,Supplement,29,28,10,Medium,6,Summer,No,2025-02-22,Available,9704621587,8,22,No,24,Retail,2026-04-26 08:22:08.464303
Guardian,Thane,ORS,Hydration,42,35,6,Low,2,Summer,No,2025-05-24,Available,9856300402,8,23,Yes,13,Retail,2026-04-26 08:22:08.464303
Apollo,Thane,Paracetamol,Painkiller,26,21,17,High,3,Winter,Yes,2025-01-12,Available,9661317664,8,22,No,57,Retail,2026-04-26 08:22:08.464303
Wellness,Bandra,Amoxicillin,Antibiotic,12,40,7,Low,6,Summer,No,2025-05-26,Low Stock,9691592377,9,22,No,56,Retail,2026-04-26 08:22:08.464303
Apollo,Bandra,Cetrizine,Allergy,44,40,23,High,3,Rainy,Yes,2025-07-27,Available,9291812117,8,23,No,20,24x7,2026-04-26 08:22:08.464303
Apollo,Bandra,Paracetamol,Painkiller,80,20,12,Medium,6,Summer,No,2025-04-14,Available,9314218879,9,23,No,60,24x7,2026-04-26 08:22:08.464303
Guardian,Dadar,ORS,Hydration,9,27,19,High,4,Winter,Yes,2025-12-01,Low Stock,9341723335,10,21,No,31,Hospital,2026-04-26 08:22:08.464303
MedPlus,Thane,Amoxicillin,Antibiotic,48,43,7,Low,4,Summer,No,2025-03-15,Available,9256958219,8,23,No,52,Hospital,2026-04-26 08:22:08.464303
Wellness,Dadar,Vitamin D,Supplement,34,31,8,Low,3,Summer,No,2025-05-13,Available,9132166354,8,23,Yes,41,Hospital,2026-04-26 08:22:08.464303
Wellness,Bandra,Insulin,Diabetes,29,30,12,Medium,5,Summer,No,2025-04-03,Low Stock,9612965932,8,23,Yes,48,24x7,2026-04-26 08:22:08.464303
MedPlus,Dadar,Paracetamol,Painkiller,11,35,13,Medium,6,Winter,Yes,2025-01-23,Low Stock,9821206175,8,22,No,46,Retail,2026-04-26 08:22:08.464303
MedPlus,Bandra,Dolo,Painkiller,50,45,14,Medium,4,Winter,No,2025-01-01,Available,9487147792,10,22,Yes,56,Hospital,2026-04-26 08:22:08.464303
Guardian,Dadar,Vitamin D,Supplement,66,34,8,Low,3,Winter,No,2025-11-18,Available,9926230210,8,22,No,30,24x7,2026-04-26 08:22:08.464303
MedPlus,Bandra,ORS,Hydration,74,50,7,Low,5,Summer,No,2025-09-18,Available,9735065661,8,23,Yes,33,Hospital,2026-04-26 08:22:08.464303
MedPlus,Andheri,Amoxicillin,Antibiotic,25,27,9,Medium,3,Winter,No,2025-12-05,Low Stock,9837683166,8,22,No,28,Hospital,2026-04-26 08:22:08.464303
MedPlus,Dadar,Vitamin D,Supplement,13,20,7,Low,4,Winter,No,2025-01-18,Low Stock,9845124315,10,22,Yes,52,Hospital,2026-04-26 08:22:08.464303
Guardian,Dadar,Insulin,Diabetes,73,29,8,Low,4,Winter,No,2025-01-25,Available,9437741880,10,22,No,27,Hospital,2026-04-26 08:22:08.464303
Apollo,Thane,Paracetamol,Painkiller,43,46,12,Medium,3,Winter,No,2025-01-20,Low Stock,9976376030,8,21,Yes,50,24x7,2026-04-26 08:22:08.464303
Apollo,Bandra,Metformin,Diabetes,55,49,15,Medium,3,Winter,No,2025-12-21,Available,9277396030,9,21,Yes,12,Hospital,2026-04-26 08:22:08.464303
Wellness,Andheri,Crocin,Painkiller,41,23,22,High,2,Rainy,Yes,2025-08-31,Available,9359899259,9,22,Yes,39,Hospital,2026-04-26 08:22:08.464303
Wellness,Bandra,Crocin,Painkiller,7,45,10,Medium,4,Summer,No,2025-03-26,Low Stock,9422486087,8,21,No,15,Retail,2026-04-26 08:22:08.464303
Apollo,Andheri,Paracetamol,Painkiller,62,43,15,Medium,2,Rainy,Yes,2025-07-04,Available,9915664630,8,22,Yes,59,24x7,2026-04-26 08:22:08.464303
MedPlus,Andheri,ORS,Hydration,75,35,16,High,3,Winter,Yes,2025-11-01,Available,9383222784,10,21,Yes,30,Retail,2026-04-26 08:22:08.464303
Apollo,Dadar,Crocin,Painkiller,37,41,6,Low,5,Summer,No,2025-02-28,Low Stock,9687861053,10,22,Yes,13,Hospital,2026-04-26 08:22:08.464303
MedPlus,Bandra,Insulin,Diabetes,30,20,17,High,2,Rainy,Yes,2025-08-31,Available,9656435654,10,21,Yes,50,Retail,2026-04-26 08:22:08.464303
MedPlus,Thane,Cetrizine,Allergy,70,32,23,High,4,Rainy,Yes,2025-08-07,Available,9720648381,9,22,No,33,24x7,2026-04-26 08:22:08.464303
MedPlus,Thane,Paracetamol,Painkiller,20,47,15,Medium,6,Winter,No,2025-12-28,Low Stock,9802978537,9,21,No,30,Hospital,2026-04-26 08:22:08.464303
Guardian,Andheri,Azithromycin,Antibiotic,34,45,16,High,4,Rainy,Yes,2025-06-13,Low Stock,9961291175,10,23,No,31,24x7,2026-04-26 08:22:08.464303
Apollo,Andheri,Cetrizine,Allergy,25,23,11,Medium,6,Rainy,No,2025-06-15,Available,9172929692,10,23,Yes,21,Hospital,2026-04-26 08:22:08.464303
MedPlus,Andheri,Amoxicillin,Antibiotic,24,41,6,Low,3,Summer,No,2025-03-08,Low Stock,9704084717,10,22,No,16,24x7,2026-04-26 08:22:08.464303
Apollo,Thane,Metformin,Diabetes,71,35,11,Medium,4,Winter,No,2025-12-14,Available,9792612170,8,23,No,38,Retail,2026-04-26 08:22:08.464303
Wellness,Dadar,Amoxicillin,Antibiotic,31,29,10,Medium,6,Summer,No,2025-04-10,Available,9694468410,9,22,Yes,25,Hospital,2026-04-26 08:22:08.464303
Apollo,Thane,Paracetamol,Painkiller,40,43,6,Low,6,Summer,No,2025-02-04,Low Stock,9929864876,10,21,No,24,Hospital,2026-04-26 08:22:08.464303
Wellness,Thane,ORS,Hydration,29,20,15,Medium,5,Rainy,Yes,2025-08-17,Available,9750569643,9,22,Yes,34,24x7,2026-04-26 08:22:08.464303
Wellness,Andheri,ORS,Hydration,16,42,24,High,2,Rainy,Yes,2025-08-18,Low Stock,9291010083,8,23,No,45,Hospital,2026-04-26 08:22:08.464303
MedPlus,Dadar,Dolo,Painkiller,80,42,5,Low,6,Winter,No,2025-12-30,Available,9751875650,10,21,No,19,24x7,2026-04-26 08:22:08.464303
Guardian,Thane,ORS,Hydration,0,26,12,Medium,6,Rainy,Yes,2025-07-29,Out of Stock,9670936853,10,23,Yes,17,Hospital,2026-04-26 08:22:08.464303
Wellness,Dadar,Dolo,Painkiller,65,24,12,Medium,5,Rainy,No,2025-07-04,Available,9493582940,9,22,No,25,Hospital,2026-04-26 08:22:08.464303
Apollo,Bandra,Azithromycin,Antibiotic,25,42,13,Medium,6,Winter,No,2025-01-30,Low Stock,9469037314,10,22,Yes,54,Retail,2026-04-26 08:22:08.464303
Guardian,Andheri,Paracetamol,Painkiller,74,40,8,Low,4,Summer,No,2025-04-22,Available,9871204950,9,23,No,28,24x7,2026-04-26 08:22:08.464303
MedPlus,Thane,Amoxicillin,Antibiotic,11,39,8,Low,4,Summer,No,2025-05-22,Low Stock,9903143673,8,23,No,34,Hospital,2026-04-26 08:22:08.464303
Wellness,Andheri,Amoxicillin,Antibiotic,14,35,16,High,2,Rainy,Yes,2025-06-25,Low Stock,9245612218,8,22,No,51,24x7,2026-04-26 08:22:08.464303
Wellness,Andheri,Azithromycin,Antibiotic,26,27,5,Low,3,Summer,No,2025-05-23,Low Stock,9471588199,8,23,Yes,23,Retail,2026-04-26 08:22:08.464303
Wellness,Andheri,Dolo,Painkiller,45,35,20,High,6,Rainy,Yes,2025-06-23,Available,9948792483,8,22,Yes,12,Hospital,2026-04-26 08:22:08.464303
Wellness,Bandra,Metformin,Diabetes,48,37,16,High,5,Rainy,Yes,2025-07-03,Available,9390121830,8,22,No,53,Hospital,2026-04-26 08:22:08.464303
Guardian,Thane,Cetrizine,Allergy,14,44,9,Medium,2,Winter,No,2025-01-03,Low Stock,9473999384,10,23,No,11,Hospital,2026-04-26 08:22:08.464303
Wellness,Dadar,Vitamin D,Supplement,40,23,6,Low,5,Summer,No,2025-02-05,Available,9826812987,9,22,No,18,Hospital,2026-04-26 08:22:08.464303
MedPlus,Thane,Insulin,Diabetes,67,28,14,Medium,2,Summer,No,2025-10-08,Available,9501173992,10,21,No,27,24x7,2026-04-26 08:22:08.464303
MedPlus,Thane,Crocin,Painkiller,39,49,5,Low,5,Summer,No,2025-04-14,Low Stock,9523803985,8,22,Yes,47,24x7,2026-04-26 08:22:08.464303
Apollo,Dadar,Dolo,Painkiller,0,30,13,Medium,2,Summer,No,2025-02-10,Out of Stock,9925946527,10,23,Yes,47,24x7,2026-04-26 08:22:08.464303
Apollo,Dadar,Azithromycin,Antibiotic,9,27,11,Medium,2,Summer,No,2025-04-19,Low Stock,9883633033,10,21,Yes,38,Hospital,2026-04-26 08:22:08.464303
MedPlus,Dadar,ORS,Hydration,12,45,15,Medium,3,Rainy,Yes,2025-07-26,Low Stock,9464723978,9,21,No,52,Hospital,2026-04-26 08:22:08.464303
Guardian,Andheri,Metformin,Diabetes,30,41,9,Medium,2,Winter,No,2025-11-05,Low Stock,9313601484,8,21,No,21,24x7,2026-04-26 08:22:08.464303
Apollo,Thane,ORS,Hydration,4,47,8,Low,3,Summer,No,2025-09-22,Low Stock,9581054830,9,21,Yes,59,24x7,2026-04-26 08:22:08.464303
MedPlus,Andheri,ORS,Hydration,77,35,13,Medium,2,Winter,Yes,2025-12-12,Available,9128981207,9,22,Yes,53,24x7,2026-04-26 08:22:08.464303
Wellness,Bandra,Dolo,Painkiller,65,40,10,Medium,4,Summer,No,2025-09-02,Available,9690673372,10,21,No,55,Hospital,2026-04-26 08:22:08.464303
Guardian,Bandra,Paracetamol,Painkiller,80,31,8,Low,2,Summer,No,2025-04-20,Available,9305301100,9,22,No,56,Hospital,2026-04-26 08:22:08.464303
Wellness,Thane,Dolo,Painkiller,67,38,17,High,3,Winter,Yes,2025-01-24,Available,9923516871,8,21,No,25,Hospital,2026-04-26 08:22:08.464303
Apollo,Dadar,Insulin,Diabetes,13,23,11,Medium,5,Summer,No,2025-05-18,Low Stock,9880518944,10,21,Yes,17,24x7,2026-04-26 08:22:08.464303
MedPlus,Andheri,Paracetamol,Painkiller,10,44,8,Low,5,Winter,No,2025-11-16,Low Stock,9933437718,9,22,Yes,38,24x7,2026-04-26 08:22:08.464303
MedPlus,Bandra,Cetrizine,Allergy,54,43,5,Low,3,Summer,No,2025-03-31,Available,9660603807,8,23,Yes,60,Retail,2026-04-26 08:22:08.464303
Guardian,Andheri,Azithromycin,Antibiotic,53,42,12,Medium,3,Rainy,No,2025-07-04,Available,9953718758,10,22,No,22,Hospital,2026-04-26 08:22:08.464303
Guardian,Bandra,Azithromycin,Antibiotic,44,32,14,Medium,3,Summer,No,2025-04-09,Available,9941044085,9,22,No,10,24x7,2026-04-26 08:22:08.464303
Guardian,Thane,Amoxicillin,Antibiotic,28,27,8,Low,6,Summer,No,2025-03-22,Available,9854561078,9,22,No,28,Hospital,2026-04-26 08:22:08.464303
Guardian,Bandra,Insulin,Diabetes,30,21,20,High,4,Rainy,Yes,2025-07-20,Available,9116764309,10,21,Yes,20,24x7,2026-04-26 08:22:08.464303
Guardian,Andheri,Azithromycin,Antibiotic,13,50,15,Medium,2,Summer,No,2025-05-31,Low Stock,9109341961,9,22,No,32,Retail,2026-04-26 08:22:08.464303
Wellness,Andheri,Vitamin D,Supplement,67,38,8,Low,2,Summer,No,2025-05-13,Available,9859433017,10,22,Yes,37,Hospital,2026-04-26 08:22:08.464303
MedPlus,Thane,Metformin,Diabetes,80,22,11,Medium,4,Summer,No,2025-03-26,Available,9378455762,9,21,No,12,24x7,2026-04-26 08:22:08.464303
Apollo,Dadar,Amoxicillin,Antibiotic,52,46,9,Medium,2,Rainy,No,2025-07-31,Available,9157887996,9,21,No,20,Retail,2026-04-26 08:22:08.464303
MedPlus,Dadar,Metformin,Diabetes,38,21,18,High,6,Rainy,Yes,2025-08-06,Available,9730577567,9,22,No,52,Retail,2026-04-26 08:22:08.464303
MedPlus,Bandra,Paracetamol,Painkiller,50,22,6,Low,2,Summer,No,2025-02-22,Available,9655780561,9,22,Yes,22,24x7,2026-04-26 08:22:08.464303
MedPlus,Andheri,Vitamin D,Supplement,38,34,10,Medium,4,Summer,No,2025-05-14,Available,9378387515,10,23,Yes,49,24x7,2026-04-26 08:22:08.464303
Apollo,Thane,Amoxicillin,Antibiotic,52,39,17,High,3,Winter,Yes,2025-12-28,Available,9977902972,8,22,No,46,Retail,2026-04-26 08:22:08.464303
Wellness,Dadar,Vitamin D,Supplement,15,36,8,Low,4,Summer,No,2025-03-03,Low Stock,9761112242,10,23,Yes,24,24x7,2026-04-26 08:22:08.464303
Apollo,Bandra,Vitamin D,Supplement,50,26,12,Medium,6,Summer,No,2025-10-12,Available,9515282319,10,21,No,54,Retail,2026-04-26 08:22:08.464303
Guardian,Bandra,Metformin,Diabetes,49,49,17,High,3,Rainy,Yes,2025-06-22,Available,9349298006,10,23,No,43,Hospital,2026-04-26 08:22:08.464303
Guardian,Dadar,Metformin,Diabetes,22,45,12,Medium,6,Winter,No,2025-11-26,Low Stock,9674760195,8,21,Yes,22,Retail,2026-04-26 08:22:08.464303
Guardian,Thane,Azithromycin,Antibiotic,34,37,14,Medium,5,Summer,No,2025-10-03,Low Stock,9811922684,10,23,No,50,Hospital,2026-04-26 08:22:08.464303
Apollo,Dadar,Dolo,Painkiller,34,49,6,Low,3,Rainy,No,2025-07-14,Low Stock,9343267093,8,23,No,23,Hospital,2026-04-26 08:22:08.464303
Apollo,Andheri,Paracetamol,Painkiller,29,42,11,Medium,4,Winter,No,2025-01-16,Low Stock,9858469182,9,22,No,28,Retail,2026-04-26 08:22:08.464303
Apollo,Thane,Vitamin D,Supplement,15,36,10,Medium,5,Summer,No,2025-05-15,Low Stock,9489983022,10,22,No,21,Hospital,2026-04-26 08:22:08.464303
Guardian,Andheri,Dolo,Painkiller,2,48,8,Low,2,Summer,No,2025-05-09,Low Stock,9912359969,8,21,Yes,28,Hospital,2026-04-26 08:22:08.464303
Guardian,Dadar,Paracetamol,Painkiller,75,34,12,Medium,3,Winter,No,2025-11-26,Available,9868782936,8,23,Yes,16,Retail,2026-04-26 08:22:08.464303
MedPlus,Dadar,ORS,Hydration,13,41,5,Low,6,Summer,No,2025-03-17,Low Stock,9108548152,8,22,No,24,Retail,2026-04-26 08:22:08.464303
Guardian,Bandra,Cetrizine,Allergy,51,21,22,High,2,Rainy,Yes,2025-07-26,Available,9435819915,8,23,Yes,54,24x7,2026-04-26 08:22:08.464303
Guardian,Bandra,Insulin,Diabetes,37,33,9,Medium,6,Winter,No,2025-12-07,Available,9412412442,8,22,No,20,24x7,2026-04-26 08:22:08.464303
Wellness,Andheri,Crocin,Painkiller,74,38,15,Medium,5,Summer,No,2025-02-21,Available,9272571863,8,23,Yes,35,24x7,2026-04-26 08:22:08.464303
Wellness,Bandra,Paracetamol,Painkiller,24,32,14,Medium,5,Winter,Yes,2025-01-03,Low Stock,9751667409,9,21,No,34,24x7,2026-04-26 08:22:08.464303
Apollo,Thane,Paracetamol,Painkiller,54,47,12,Medium,6,Summer,No,2025-03-08,Available,9178816739,9,22,No,26,24x7,2026-04-26 08:22:08.464303
MedPlus,Andheri,Vitamin D,Supplement,44,35,13,Medium,5,Rainy,No,2025-07-20,Available,9699359778,10,22,No,57,Retail,2026-04-26 08:22:08.464303
Apollo,Dadar,Vitamin D,Supplement,49,33,11,Medium,2,Rainy,Yes,2025-06-30,Available,9831756558,8,22,Yes,17,Hospital,2026-04-26 08:22:08.464303
Guardian,Andheri,Dolo,Painkiller,1,45,6,Low,2,Winter,No,2025-12-04,Low Stock,9855503109,10,23,Yes,16,24x7,2026-04-26 08:22:08.464303
Wellness,Dadar,Paracetamol,Painkiller,23,39,17,High,4,Winter,Yes,2025-11-27,Low Stock,9267913043,10,21,No,36,Retail,2026-04-26 08:22:08.464303
Apollo,Andheri,Crocin,Painkiller,35,47,16,High,4,Winter,Yes,2025-12-10,Low Stock,9968155225,8,21,Yes,22,Retail,2026-04-26 08:22:08.464303
MedPlus,Bandra,Insulin,Diabetes,65,29,15,Medium,5,Rainy,No,2025-07-19,Available,9474712885,10,23,No,45,Retail,2026-04-26 08:22:08.464303
Guardian,Dadar,Cetrizine,Allergy,31,20,6,Low,3,Rainy,No,2025-08-19,Available,9792165780,9,21,Yes,53,24x7,2026-04-26 08:22:08.464303
Apollo,Dadar,Crocin,Painkiller,60,41,6,Low,5,Summer,No,2025-04-02,Available,9502772998,8,21,No,57,Retail,2026-04-26 08:22:08.464303
Wellness,Thane,Vitamin D,Supplement,36,27,8,Low,3,Summer,No,2025-02-21,Available,9979890324,8,23,Yes,21,Hospital,2026-04-26 08:22:08.464303
MedPlus,Dadar,Metformin,Diabetes,66,41,9,Medium,5,Winter,No,2025-11-11,Available,9744202271,10,23,No,35,24x7,2026-04-26 08:22:08.464303
Guardian,Andheri,Amoxicillin,Antibiotic,74,22,7,Low,2,Summer,No,2025-03-03,Available,9824324791,10,21,Yes,58,Hospital,2026-04-26 08:22:08.464303
Apollo,Thane,Metformin,Diabetes,67,44,9,Medium,2,Summer,No,2025-10-16,Available,9734007361,8,23,No,40,Hospital,2026-04-26 08:22:08.464303
Wellness,Thane,Paracetamol,Painkiller,33,24,9,Medium,4,Winter,No,2025-01-19,Available,9323184937,8,23,No,51,Hospital,2026-04-26 08:22:08.464303
Guardian,Dadar,Dolo,Painkiller,9,46,10,Medium,4,Summer,No,2025-03-18,Low Stock,9976930697,10,21,No,51,Hospital,2026-04-26 08:22:08.464303
Guardian,Thane,Crocin,Painkiller,60,21,9,Medium,5,Summer,No,2025-05-02,Available,9994346922,8,22,No,34,Retail,2026-04-26 08:22:08.464303
Apollo,Dadar,ORS,Hydration,48,28,10,Medium,4,Rainy,No,2025-07-07,Available,9513388184,9,22,Yes,28,24x7,2026-04-26 08:22:08.464303
Wellness,Thane,Dolo,Painkiller,49,42,14,Medium,5,Summer,No,2025-09-30,Available,9834113265,8,22,No,52,24x7,2026-04-26 08:22:08.464303
Apollo,Bandra,Vitamin D,Supplement,7,45,17,High,4,Rainy,Yes,2025-08-30,Low Stock,9680280151,8,22,Yes,32,Hospital,2026-04-26 08:22:08.464303
MedPlus,Dadar,Paracetamol,Painkiller,75,30,14,Medium,3,Summer,No,2025-10-24,Available,9932814350,10,21,No,34,24x7,2026-04-26 08:22:08.464303
Wellness,Thane,Metformin,Diabetes,79,50,14,Medium,4,Winter,No,2025-11-06,Available,9296837226,8,22,Yes,47,24x7,2026-04-26 08:22:08.464303
MedPlus,Thane,Crocin,Painkiller,23,48,16,High,3,Rainy,Yes,2025-08-14,Low Stock,9571944007,9,21,No,14,Hospital,2026-04-26 08:22:08.464303
Wellness,Thane,Vitamin D,Supplement,75,36,10,Medium,6,Summer,No,2025-03-06,Available,9487981162,8,21,Yes,16,Hospital,2026-04-26 08:22:08.464303
Guardian,Andheri,Amoxicillin,Antibiotic,19,44,13,Medium,6,Summer,No,2025-05-05,Low Stock,9782142551,9,22,No,38,24x7,2026-04-26 08:22:08.464303
MedPlus,Andheri,Vitamin D,Supplement,5,24,13,Medium,6,Summer,No,2025-10-11,Low Stock,9961430640,8,21,No,11,24x7,2026-04-26 08:22:08.464303
Guardian,Dadar,Azithromycin,Antibiotic,9,43,11,Medium,3,Winter,No,2025-12-14,Low Stock,9443198671,8,23,No,54,Retail,2026-04-26 08:22:08.464303
Apollo,Bandra,Cetrizine,Allergy,2,20,8,Low,6,Summer,No,2025-10-18,Low Stock,9526394037,10,21,Yes,12,Hospital,2026-04-26 08:22:08.464303
Guardian,Andheri,Vitamin D,Supplement,15,34,19,High,5,Winter,Yes,2025-01-15,Low Stock,9352084173,8,22,Yes,36,24x7,2026-04-26 08:22:08.464303
Guardian,Dadar,Dolo,Painkiller,34,46,9,Medium,6,Winter,No,2025-12-17,Low Stock,9170596480,10,21,Yes,54,Retail,2026-04-26 08:22:08.464303
MedPlus,Thane,Vitamin D,Supplement,80,46,15,Medium,6,Rainy,Yes,2025-06-02,Available,9380081253,9,21,No,46,Hospital,2026-04-26 08:22:08.464303
Apollo,Dadar,Metformin,Diabetes,6,30,20,High,4,Winter,Yes,2025-12-29,Low Stock,9985616792,9,22,No,15,Hospital,2026-04-26 08:22:08.464303
Apollo,Dadar,Azithromycin,Antibiotic,26,48,8,Low,5,Summer,No,2025-04-13,Low Stock,9824007744,9,23,No,58,Hospital,2026-04-26 08:22:08.464303
MedPlus,Dadar,Amoxicillin,Antibiotic,39,25,9,Medium,4,Summer,No,2025-09-16,Available,9595180826,8,23,No,55,Retail,2026-04-26 08:22:08.464303
